sound_effect_template                                                                                       tag     string    padding  tag splat     bitmap      sound   vertices   geometry     shared  duplicate      total
                                objects\vehicles\warthog\turrets\rocket\shaders\rocket_launcher_ends        792          0          8        248          0          0          0          0          0          0        800
                               objects\vehicles\warthog\turrets\rocket\shaders\rocket_launcher_decal        472          0          8        216          0          0          0          0          0          0        480
                                             dw3\altsierra\objects\vehicles\creep\shaders\creep_hull        756          0          8        248          0          0          0          0          0          0        764
                                           dw3\altsierra\objects\vehicles\creep\shaders\creep_extras        636          0          8        252          0          0          0          0          0          0        644
                                        dw3\altsierra\objects\vehicles\creep\shaders\creep_destroyed        548          0          8        216          0          0          0          0          0          0        556
                                    dw3\altsierra\objects\vehicles\creep\shaders\creep_medium_damage        456          0          8        216          0          0          0          0          0          0        464
                                                    objects\vehicles\banshee\shaders\banshee_oil_cab       3100          0          8        376          0          0          0          0          0          0       3108
                                                            objects\vehicles\banshee\shaders\banshee       3184          0          8        380          0          0          0          0          0          0       3192
                                                      objects\vehicles\banshee\shaders\banshee_illum        652          0          8        248          0          0          0          0          0          0        660
                                                  objects\vehicles\banshee\shaders\banshee_destroyed        456          0          8        216          0          0          0          0          0          0        464
                                                       objects\vehicles\banshee\shaders\banshee_torn       2360          0          8        376          0          0          0          0          0          0       2368
                d_flog_flag_ports\reach\objects\vehicles\covenant\tuning_fork\shaders\indicator_holo        816          0          8        248          0          0          0          0          0          0        824
 d_flog_flag_ports\reach\objects\vehicles\covenant\tuning_fork\shaders\cov_damage_ripped_hex_cage_01        800          0          8        248          0          0          0          0          0          0        808
d_flog_flag_ports\reach\objects\vehicles\covenant\tuning_fork\shaders\cov_damage_ripped_open_tech_01_nop        640          0          8        248          0          0          0          0          0          0        648
             d_flog_flag_ports\reach\objects\vehicles\covenant\tuning_fork\shaders\tuning_fork_metal        800          0          8        248          0          0          0          0          0          0        808
             d_flog_flag_ports\reach\objects\vehicles\covenant\tuning_fork\shaders\tuning_fork_shell        836          0          8        216          0          0          0          0          0          0        844
d_flog_flag_ports\reach\objects\vehicles\covenant\tuning_fork\shaders\cov_damage_charred_hole_01_noparalax        640          0          8        248          0          0          0          0          0          0        648
d_flog_flag_ports\reach\objects\vehicles\covenant\tuning_fork\shaders\cov_damage_charred_hole_02_noparalax        640          0          8        248          0          0          0          0          0          0        648
d_flog_flag_ports\reach\objects\vehicles\covenant\tuning_fork\shaders\cov_damage_ripped_open_tech_03_noparalax        640          0          8        248          0          0          0          0          0          0        648
       d_flog_flag_ports\reach\objects\vehicles\covenant\tuning_fork\shaders\indicator_holo_friendly        736          0          8        248          0          0          0          0          0          0        744
   d_flog_flag_ports\reach\objects\vehicles\covenant\tuning_fork\shaders\tuning_fork_thruster_effect       1204          0          8        308          0          0          0          0          0          0       1212
 d_flog_flag_ports\reach\objects\vehicles\covenant\tuning_fork\shaders\tuning_fork_thruster_effect02        928          0          8        308          0          0          0          0          0          0        936
  d_flog_flag_ports\reach\objects\vehicles\covenant\tuning_fork\shaders\tuning_fork_antigrav_effects        916          0          8        308          0          0          0          0          0          0        924
d_flog_flag_ports\reach\objects\vehicles\covenant\tuning_fork\shaders\tuning_fork_antigrav_effects_inner        456          0          8        216          0          0          0          0          0          0        464
        d_flog_flag_ports\reach\objects\vehicles\covenant\tuning_fork\shaders\indicator_holo_classic        736          0          8        248          0          0          0          0          0          0        744
                                                 objects\vehicles\phantom_prophet\shaders\dull_metal        916          0          8        248          0          0          0          0          0          0        924
                                                objects\vehicles\phantom_prophet\shaders\shiny_shell        836          0          8        216          0          0          0          0          0          0        844
                                             objects\vehicles\phantom_prophet\shaders\phantom_damage        836          0          8        248          0          0          0          0          0          0        844
                                              objects\vehicles\phantom_prophet\shaders\phantom_illum        800          0          8        252          0          0          0          0          0          0        808
                                             objects\vehicles\phantom_prophet\shaders\phantom_decals        572          0          8        248          0          0          0          0          0          0        580
                                    objects\vehicles\phantom_prophet\shaders\phantom_decals_friendly        460          0          8        216          0          0          0          0          0          0        468
                                                            objects\vehicles\spectre\shaders\spectre        756          0          8        248          0          0          0          0          0          0        764
                                                      objects\vehicles\spectre\shaders\spectre_illum        616          0          8        248          0          0          0          0          0          0        624
                                                       objects\vehicles\spectre\shaders\spectre_dash         84          0          8         36          0          0          0          0          0          0         92
                                                      objects\vehicles\spectre\shaders\window_shield        464          0          8        216          0          0          0          0          0          0        472
                                                     objects\vehicles\spectre\shaders\spectre_damage         84          0          8         36          0          0          0          0          0          0         92
                                                       objects\vehicles\spectre\shaders\spectre_torn        796          0          8        248          0          0          0          0          0          0        804
                                                     objects\vehicles\scorpion\shaders\scorpion_hull        780          0          8        248          0          0          0          0          0          0        788
                                                        objects\vehicles\scorpion\shaders\tread_left       1016          0          8        288          0          0          0          0          0          0       1024
                                                       objects\vehicles\scorpion\shaders\tread_right        656          0          8        256          0          0          0          0          0          0        664
                                                              objects\vehicles\scorpion\shaders\icon        768          0          8        256          0          0          0          0          0          0        776
                                                      objects\vehicles\scorpion\shaders\number_decal        548          0          8        216          0          0          0          0          0          0        556
                                                            objects\vehicles\scorpion\shaders\marine        724          0          8        256          0          0          0          0          0          0        732
                                                       objects\vehicles\scorpion\shaders\tread_spare        600          0          8        216          0          0          0          0          0          0        608
                                                     objects\vehicles\scorpion\shaders\scorpion_guts        628          0          8        248          0          0          0          0          0          0        636
                                                           objects\vehicles\scorpion\shaders\no_step        548          0          8        216          0          0          0          0          0          0        556
                                                         objects\vehicles\scorpion\shaders\headlight        788          0          8        252          0          0          0          0          0          0        796
                                                  objects\vehicles\scorpion\shaders\headlight_damage        584          0          8        216          0          0          0          0          0          0        592
                                      objects\vehicles\scorpion\turrets\cannon\shaders\turret_cannon        628          0          8        248          0          0          0          0          0          0        636
                                                    objects\vehicles\scorpion\shaders\scorpion_decal        516          0          8        216          0          0          0          0          0          0        524
                                                objects\vehicles\gravity_throne\shaders\throne_shiny       1624          0          8        252          0          0          0          0          0          0       1632
                                          objects\vehicles\gravity_throne\shaders\throne_holocontrol        568          0          8        248          0          0          0          0          0          0        576
                                                 objects\vehicles\gravity_throne\shaders\throne_dull        796          0          8        248          0          0          0          0          0          0        804
                                      phanrev\objects\vehicles\brute_banshee\shaders\banishedbanshee       1280          0          8        292          0          0          0          0          0          0       1288
                                     phanrev\objects\vehicles\brute_banshee\shaders\banished_torn_up        456          0          8        216          0          0          0          0          0          0        464
                                      phanrev\objects\vehicles\brute_ghost\shaders\brute_ghost_metal        880          0          8        248          0          0          0          0          0          0        888
                                   phanrev\objects\vehicles\brute_ghost\shaders\brute_ghost_carapace        996          0          8        252          0          0          0          0          0          0       1004
                                      phanrev\objects\vehicles\brute_ghost\shaders\brute_plasma_vent        836          0          8        260          0          0          0          0          0          0        844
                                        phanrev\objects\vehicles\brute_ghost\shaders\ghost_dash_zcam        612          0          8        216          0          0          0          0          0          0        620
                                      phanrev\objects\vehicles\brute_ghost\shaders\ghost_dash_border        808          0          8        248          0          0          0          0          0          0        816
                                       phanrev\objects\vehicles\brute_ghost\shaders\ghost_dash_meter        856          0          8        252          0          0          0          0          0          0        864
                                     phanrev\objects\vehicles\brute_ghost\shaders\ghost_engine_cycle        776          0          8        248          0          0          0          0          0          0        784
                                          phanrev\objects\vehicles\brute_ghost\shaders\banished_torn        800          0          8        248          0          0          0          0          0          0        808
                                           phanrev\objects\vehicles\brute_ghost\shaders\ghost_damage        456          0          8        216          0          0          0          0          0          0        464
                                       objects\vehicles\new_vehicles\warthog_foolsgold\shaders\tires        628          0          8        248          0          0          0          0          0          0        636
                                       objects\vehicles\new_vehicles\warthog_foolsgold\shaders\metal        788          0          8        248          0          0          0          0          0          0        796
                                      objects\vehicles\new_vehicles\warthog_foolsgold\shaders\speedo        572          0          8        228          0          0          0          0          0          0        580
                                       objects\vehicles\new_vehicles\warthog_foolsgold\shaders\vinyl        548          0          8        216          0          0          0          0          0          0        556
                                             objects\weapons\grenade\frag_grenade\shaders\frag_metal        780          0          8        248          0          0          0          0          0          0        788
                                           objects\weapons\grenade\frag_grenade\shaders\frag_plastic        608          0          8        216          0          0          0          0          0          0        616
                                              objects\powerups\battle_rifle_ammo\shaders\br_ammo_bag        636          0          8        248          0          0          0          0          0          0        644
                                            objects\powerups\battle_rifle_ammo\shaders\br_ammo_decal        548          0          8        216          0          0          0          0          0          0        556
                                                      objects\powerups\smg_ammo\shaders\smg_ammo_bag        636          0          8        248          0          0          0          0          0          0        644
                                                    objects\powerups\smg_ammo\shaders\smg_ammo_decal        548          0          8        216          0          0          0          0          0          0        556
                                            objects\powerups\sniper_rifle_ammo\shaders\sr_ammo_clear        564          0          8        216          0          0          0          0          0          0        572
                                            objects\powerups\sniper_rifle_ammo\shaders\sr_ammo_metal        628          0          8        248          0          0          0          0          0          0        636
                                            objects\powerups\sniper_rifle_ammo\shaders\sr_ammo_decal        572          0          8        216          0          0          0          0          0          0        580
                                             objects\powerups\rocket_launcher_ammo\shaders\rla_decal        556          0          8        216          0          0          0          0          0          0        564
                                             objects\powerups\rocket_launcher_ammo\shaders\rla_crate        792          0          8        248          0          0          0          0          0          0        800
                                           objects\powerups\rocket_launcher_ammo\shaders\rla_bumpers        700          0          8        216          0          0          0          0          0          0        708
                                              objects\weapons\grenade\plasma_grenade\shaders\pg_body        796          0          8        248          0          0          0          0          0          0        804
                                             objects\weapons\grenade\plasma_grenade\shaders\pg_decal        792          0          8        248          0          0          0          0          0          0        800
                                      objects\weapons\pistol\plasma_pistol\shaders\plasma_pistol_lod        748          0          8        248          0          0          0          0          0          0        756
                                 objects\weapons\pistol\plasma_pistol\shaders\plasma_pistol_luminous        836          0          8        248          0          0          0          0          0          0        844
                                  objects\weapons\pistol\plasma_pistol\shaders\plasma_pistol_current       1296          0          8        300          0          0          0          0          0          0       1304
                                    objects\weapons\pistol\plasma_pistol\shaders\plasma_pistol_gauge        728          0          8        224          0          0          0          0          0          0        736
                                     objects\weapons\pistol\plasma_pistol\shaders\plasma_pistol_dull        796          0          8        248          0          0          0          0          0          0        804
                                     objects\weapons\pistol\plasma_pistol\shaders\plasma_pistol_main        680          0          8        216          0          0          0          0          0          0        688
                                         objects\weapons\rifle\plasma_rifle\shaders\plasma_rifle_lod        756          0          8        248          0          0          0          0          0          0        764
                                    objects\weapons\rifle\plasma_rifle\shaders\plasma_rifle_luminous        700          0          8        248          0          0          0          0          0          0        708
                                       objects\weapons\rifle\plasma_rifle\shaders\plasma_rifle_gauge        676          0          8        228          0          0          0          0          0          0        684
                                     objects\weapons\rifle\plasma_rifle\shaders\plasma_rifle_current        888          0          8        268          0          0          0          0          0          0        896
                                        objects\weapons\rifle\plasma_rifle\shaders\plasma_rifle_main        880          0          8        248          0          0          0          0          0          0        888
                                        objects\weapons\rifle\plasma_rifle\shaders\plasma_rifle_dull        716          0          8        216          0          0          0          0          0          0        724
                                       objects\weapons\rifle\plasma_rifle\shaders\plasma_rifle_amber        716          0          8        216          0          0          0          0          0          0        724
                                     objects\weapons\rifle\battle_rifle\shaders\battle_rifle_plastic        608          0          8        216          0          0          0          0          0          0        616
                                       objects\weapons\rifle\battle_rifle\shaders\battle_rifle_scope        700          0          8        216          0          0          0          0          0          0        708
                                        objects\weapons\rifle\battle_rifle\shaders\battle_rifle_knob        780          0          8        248          0          0          0          0          0          0        788
                                                           objects\weapons\rifle\smg\shaders\smg_lod        628          0          8        248          0          0          0          0          0          0        636
                                                 objects\weapons\rifle\smg\shaders\smg_painted_metal        636          0          8        248          0          0          0          0          0          0        644
                                                    objects\weapons\rifle\smg\shaders\smg_bare_metal        716          0          8        216          0          0          0          0          0          0        724
                                                   objects\weapons\rifle\smg\shaders\smg_rubber_grip        608          0          8        216          0          0          0          0          0          0        616
                                      objects\weapons\rifle\sniper_rifle\shaders\sniper_rifle_screen        528          0          8        216          0          0          0          0          0          0        536
                                                    objects\weapons\pistol\magnum\shaders\magnum_lod        960          0          8        248          0          0          0          0          0          0        968
                            objects\weapons\support_high\rocket_launcher\shaders\rocket_launcher_lod        788          0          8        248          0          0          0          0          0          0        796
                           objects\weapons\support_high\rocket_launcher\shaders\rocket_launcher_grip        700          0          8        216          0          0          0          0          0          0        708
                           objects\weapons\support_high\rocket_launcher\shaders\rocket_launcher_body        456          0          8        216          0          0          0          0          0          0        464
                          objects\weapons\support_high\rocket_launcher\shaders\rocket_launcher_tubes        456          0          8        216          0          0          0          0          0          0        464
                           objects\weapons\support_high\rocket_launcher\shaders\rocket_launcher_ends        456          0          8        216          0          0          0          0          0          0        464
                          objects\weapons\support_high\rocket_launcher\shaders\rocket_launcher_decal        556          0          8        216          0          0          0          0          0          0        564
                                                  objects\weapons\pistol\needler\shaders\needler_lod        748          0          8        248          0          0          0          0          0          0        756
                                          objects\weapons\pistol\needler\shaders\needler_luminous_3p        856          0          8        288          0          0          0          0          0          0        864
                                                 objects\weapons\pistol\needler\shaders\needler_dull        836          0          8        248          0          0          0          0          0          0        844
                                                  objects\weapons\pistol\needler\shaders\needler_gun        800          0          8        216          0          0          0          0          0          0        808
                                             objects\powerups\needler_ammo\shaders\needler_ammo_glow        812          0          8        288          0          0          0          0          0          0        820
                                          objects\powerups\needler_ammo\shaders\needler_ammo_crystal        564          0          8        216          0          0          0          0          0          0        572
                                             objects\weapons\pistol\needler\shaders\needler_luminous        456          0          8        216          0          0          0          0          0          0        464
                                                 objects\weapons\pistol\needler\shaders\needler_core        516          0          8        216          0          0          0          0          0          0        524
                                             objects\weapons\rifle\beam_rifle\shaders\beam_rifle_lod        748          0          8        248          0          0          0          0          0          0        756
                                             objects\weapons\rifle\beam_rifle\shaders\beam_rifle_gun        796          0          8        248          0          0          0          0          0          0        804
                                            objects\weapons\rifle\beam_rifle\shaders\beam_rifle_ammo         84          0          8         36          0          0          0          0          0          0         92
                                      objects\weapons\rifle\beam_rifle\shaders\beam_battery_luminous        456          0          8        216          0          0          0          0          0          0        464
                                         objects\weapons\melee\energy_blade\shaders\energy_blade_top       1652          0          8        312          0          0          0          0          0          0       1660
                                      objects\weapons\melee\energy_blade\shaders\energy_blade_bottom        964          0          8        312          0          0          0          0          0          0        972
                                      objects\weapons\melee\energy_blade\shaders\energy_blade_handle        796          0          8        248          0          0          0          0          0          0        804
                                                  objects\weapons\multiplayer\ball\shaders\ball_bone        796          0          8        248          0          0          0          0          0          0        804
                                        objects\weapons\rifle\assault_rifle\halo1_mcc\shaders\ar_lod        788          0          8        248          0          0          0          0          0          0        796
                                          objects\weapons\rifle\assault_rifle\halo1_mcc\shaders\grip        836          0          8        248          0          0          0          0          0          0        844
                                           objects\weapons\rifle\assault_rifle\halo1_mcc\shaders\gun        628          0          8        216          0          0          0          0          0          0        636
                                       objects\weapons\rifle\assault_rifle\halo1_mcc\shaders\compass        956          0          8        288          0          0          0          0          0          0        964
                                       objects\weapons\rifle\assault_rifle\halo1_mcc\shaders\ar_data        568          0          8        248          0          0          0          0          0          0        576
                                          objects\weapons\rifle\assault_rifle\halo1_mcc\shaders\tens        928          0          8        288          0          0          0          0          0          0        936
                                          objects\weapons\rifle\assault_rifle\halo1_mcc\shaders\ones        536          0          8        216          0          0          0          0          0          0        544
                                         objects\weapons\rifle\assault_rifle\halo1_mcc\shaders\icons        456          0          8        216          0          0          0          0          0          0        464
                                       objects\weapons\rifle\assault_rifle\halo1_mcc\shaders\display        640          0          8        248          0          0          0          0          0          0        648
                                          objects\weapons\rifle\assault_rifle\halo1_mcc\shaders\bolt        476          0          8        216          0          0          0          0          0          0        484
                                       objects\powerups\assault_rifle_ammo_fixed\shaders\ar_ammo_bag        828          0          8        248          0          0          0          0          0          0        836
                                     objects\powerups\assault_rifle_ammo_fixed\shaders\ar_ammo_decal        716          0          8        216          0          0          0          0          0          0        724
                                    objects\powerups\assault_rifle_ammo_fixed\shaders\ar_ammo_handle        456          0          8        216          0          0          0          0          0          0        464
                                   kashiiera\objects\weapons\support_low\flamethrower_ce\shaders\gun        796          0          8        248          0          0          0          0          0          0        804
                                kashiiera\objects\weapons\support_low\flamethrower_ce\shaders\screen        780          0          8        248          0          0          0          0          0          0        788
                                   kashiiera\objects\weapons\support_low\flamethrower_ce\shaders\one        996          0          8        288          0          0          0          0          0          0       1004
                                   kashiiera\objects\weapons\support_low\flamethrower_ce\shaders\ten        656          0          8        256          0          0          0          0          0          0        664
                               kashiiera\objects\weapons\support_low\flamethrower_ce\shaders\hundred        656          0          8        256          0          0          0          0          0          0        664
                          kashiiera\objects\weapons\support_low\flamethrower_ce\shaders\heat_display        668          0          8        216          0          0          0          0          0          0        676
                                       kashiiera\objects\equipment\flamethrower_ammo\shaders\ft_ammo        788          0          8        248          0          0          0          0          0          0        796
                              kashiiera\objects\weapons\support_high\fuel_rod_ce\shaders\fuel_rod_ce        872          0          8        248          0          0          0          0          0          0        880
                        kashiiera\objects\weapons\support_high\fuel_rod_ce\shaders\fuel_rod_ce_metal        684          0          8        248          0          0          0          0          0          0        692
                         kashiiera\objects\weapons\support_high\fuel_rod_ce\shaders\fuel_rod_ce_rods        692          0          8        248          0          0          0          0          0          0        700
                  kashiiera\objects\weapons\support_high\fuel_rod_ce\shaders\fuel_rod_ce_electronics        628          0          8        248          0          0          0          0          0          0        636
                     kashiiera\objects\weapons\support_high\fuel_rod_ce\shaders\fp_fuel_rod_ce_metal        656          0          8        248          0          0          0          0          0          0        664
                           kashiiera\objects\weapons\support_high\fuel_rod_ce\shaders\fp_fuel_rod_ce        648          0          8        248          0          0          0          0          0          0        656
               kashiiera\objects\weapons\support_high\fuel_rod_ce\shaders\fp_fuel_rod_ce_electronics        636          0          8        248          0          0          0          0          0          0        644
                     kashiiera\objects\weapons\support_high\fuel_rod_ce\shaders\fp_fuel_rod_ce_vents       1020          0          8        248          0          0          0          0          0          0       1028
              kashiiera\objects\weapons\support_high\fuel_rod_ce\shaders\fp_fuel_rod_ce_ammo_display       1412          0          8        288          0          0          0          0          0          0       1420
              kashiiera\objects\weapons\support_high\fuel_rod_ce\shaders\fp_fuel_rod_ce_heat_display        864          0          8        288          0          0          0          0          0          0        872
                                                                    h1\weapons\pistol\shaders\silver       1276          0          8        248          0          0          0          0          0          0       1284
                                                                     h1\weapons\pistol\shaders\black        576          0          8        216          0          0          0          0          0          0        584
                                                                    h1\weapons\pistol\shaders\bullet        648          0          8        248          0          0          0          0          0          0        656
                       objects\weapons\zoephie\hce\support_high\fuel_rod_gun_digsite\fp\shaders\case        864          0          8        248          0          0          0          0          0          0        872
                      objects\weapons\zoephie\hce\support_high\fuel_rod_gun_digsite\fp\shaders\metal        776          0          8        216          0          0          0          0          0          0        784
                    objects\weapons\zoephie\hce\support_high\fuel_rod_gun_digsite\fp\shaders\glowing        828          0          8        248          0          0          0          0          0          0        836
                       digsite\objects\weapons\assault_rifle\assault_rifle_99_mac\shaders\ar_gl_grip       1112          0          8        248          0          0          0          0          0          0       1120
                        digsite\objects\weapons\assault_rifle\assault_rifle_99_mac\shaders\ar_gl_gun       1504          0          8        216          0          0          0          0          0          0       1512
                    digsite\objects\weapons\assault_rifle\assault_rifle_99_mac\shaders\ar_gl_display        628          0          8        248          0          0          0          0          0          0        636
                    digsite\objects\weapons\assault_rifle\assault_rifle_99_mac\shaders\ar_gl_compass        856          0          8        288          0          0          0          0          0          0        864
                    digsite\objects\weapons\assault_rifle\assault_rifle_99_mac\shaders\ar_gl_ar data        568          0          8        248          0          0          0          0          0          0        576
                   digsite\objects\weapons\assault_rifle\assault_rifle_99_mac\shaders\ar_gl_numbers1        672          0          8        248          0          0          0          0          0          0        680
                    digsite\objects\weapons\assault_rifle\assault_rifle_99_mac\shaders\ar_gl_numbers        456          0          8        216          0          0          0          0          0          0        464
                       digsite\objects\weapons\assault_rifle\assault_rifle_99_mac\shaders\ar_gl_bolt        772          0          8        248          0          0          0          0          0          0        780
            digsite\objects\weapons\assault_rifle\assault_rifle_99_mac\shaders\ar_gl_shotgun primary        628          0          8        248          0          0          0          0          0          0        636
                      digsite\objects\weapons\assault_rifle\assault_rifle_99_mac\shaders\ar_gl_icons         84          0          8         36          0          0          0          0          0          0         92
                            digsite\objects\weapons\chaingun\chaingun_99_mac\shaders\chaingun_99_mac       1240          0          8        248          0          0          0          0          0          0       1248
                                                             ui\hud\shaders\widget_simple_flash_grey        568          0          8        224          0          0          0          0          0          0        576
                                                      digsite\objects\weapons\smg\99_mac\shaders\gun       1120          0          8        248          0          0          0          0          0          0       1128
                                                    digsite\objects\weapons\smg\99_mac\shaders\glass        728          0          8        216          0          0          0          0          0          0        736
                                                 digsite\objects\weapons\smg\99_mac\shaders\reticles        620          0          8        248          0          0          0          0          0          0        628
                                                   digsite\objects\weapons\smg\99_mac\shaders\bullet        648          0          8        248          0          0          0          0          0          0        656
                                      halo3\objects\weapons\pistol\excavator\shaders\excavator_metal        852          0          8        248          0          0          0          0          0          0        860
                                            halo3\objects\weapons\pistol\excavator\shaders\excavator        592          0          8        248          0          0          0          0          0          0        600
                                      halo3\objects\weapons\pistol\excavator\shaders\excavator_shiny        788          0          8        248          0          0          0          0          0          0        796
                                       halo3\objects\weapons\pistol\excavator\shaders\excavator_dull        780          0          8        248          0          0          0          0          0          0        788
                                                       aife\weapons\spike_rifle\shaders\bolt_thrower        836          0          8        248          0          0          0          0          0          0        844
                                                 aife\weapons\spike_rifle\shaders\bolt_thrower_shiny        836          0          8        248          0          0          0          0          0          0        844
                                                  aife\weapons\spike_rifle\shaders\bolt_thrower_dull        756          0          8        216          0          0          0          0          0          0        764
                                aife\weapons\spike_rifle\projectiles\spike_shard\shaders\spike_shard        848          0          8        252          0          0          0          0          0          0        856
                                        objects\weapons\melee\gravity_hammer_h3\shaders\hammer_shiny        908          0          8        252          0          0          0          0          0          0        916
                                           objects\weapons\melee\gravity_hammer_h3\shaders\hammer_h3        728          0          8        252          0          0          0          0          0          0        736
                                         objects\weapons\melee\gravity_hammer_h3\shaders\hammer_dull        892          0          8        248          0          0          0          0          0          0        900
                                                         objects\weapons\rifle\gpmg\shaders\gpmg_gun        608          0          8        216          0          0          0          0          0          0        616
                                         objects\weapons\rifle\smg_silenced\shaders\smg_silenced_lod        788          0          8        216          0          0          0          0          0          0        796
                                          objects\weapons\rifle\smg_silenced\shaders\smg_rubber_grip        788          0          8        216          0          0          0          0          0          0        796
                                           objects\weapons\rifle\smg_silenced\shaders\smg_bare_metal       1232          0          8        216          0          0          0          0          0          0       1240
                                        objects\weapons\rifle\smg_silenced\shaders\smg_painted_metal        788          0          8        216          0          0          0          0          0          0        796
                                             objects\weapons\rifle\smg_silenced\shaders\smg_silencer       1112          0          8        248          0          0          0          0          0          0       1120
                                dw3\objects\weapons\rifle\battle_rifle\e3\shaders\battle_rifle_metal        968          0          8        248          0          0          0          0          0          0        976
                              dw3\objects\weapons\rifle\battle_rifle\e3\shaders\battle_rifle_plastic        788          0          8        216          0          0          0          0          0          0        796
                                dw3\objects\weapons\rifle\battle_rifle\e3\shaders\battle_rifle_scope        880          0          8        216          0          0          0          0          0          0        888
                                       objects\weapons\support_low\brute_shot\shaders\brute_shot_lod        756          0          8        248          0          0          0          0          0          0        764
                                           objects\weapons\support_low\brute_shot\shaders\brute_shot        796          0          8        248          0          0          0          0          0          0        804
                                     objects\weapons\support_low\brute_shot\shaders\brute_shot_blade        716          0          8        216          0          0          0          0          0          0        724
                          objects\weapons\zoephie\halo_reach\weapons\rifle\dmr\shaders\dmr_composite        628          0          8        248          0          0          0          0          0          0        636
                               objects\weapons\zoephie\halo_reach\weapons\rifle\dmr\shaders\dmr_lens        788          0          8        216          0          0          0          0          0          0        796
