sound_effect_template                                                                                       tag     string    padding  tag splat     bitmap      sound   vertices   geometry     shared  duplicate      total
                                        sound\dialog\combat\marine_perez\08_judge\prs_plr_kll_vclbmp         28          0          0          0          0          0          0          0          0          0         28
                                        sound\dialog\combat\marine_perez\08_judge\prs_plr_kll_wmelee         28          0          0          0          0          0          0          0          0          0         28
                                           sound\dialog\combat\marine_perez\08_judge\prs_plr_kll_mjr         28          0          0          0          0          0          0          0          0          0         28
                                            sound\dialog\combat\marine_perez\08_judge\prs_plr_gdgrnd         28          0          0          0          0          0          0          0          0          0         28
                                           sound\dialog\combat\marine_perez\08_judge\prs_plr_sniping         28          0          0          0          0          0          0          0          0          0         28
                                                      sound\dialog\combat\marine_perez\08_judge\scld         28          0          0          0          0          0          0          0          0          0         28
                                                  sound\dialog\combat\marine_perez\08_judge\scld_plr         28          0          0          0          0          0          0          0          0          0         28
                                         sound\dialog\combat\marine_perez\08_judge\scld_plr_vclcrazy         28          0          0          0          0          0          0          0          0          0         28
                                           sound\dialog\combat\marine_perez\08_judge\scld_plr_wldvcl         28          0          0          0          0          0          0          0          0          0         28
                                          sound\dialog\combat\marine_perez\08_judge\scld_plr_kllally         28          0          0          0          0          0          0          0          0          0         28
                                            sound\dialog\combat\marine_perez\08_judge\scld_plr_hrtme         28          0          0          0          0          0          0          0          0          0         28
                                          sound\dialog\combat\marine_perez\08_judge\scld_plr_wldgrnd         28          0          0          0          0          0          0          0          0          0         28
                                        sound\dialog\combat\marine_perez\08_judge\scld_plr_hrtme_blt         28          0          0          0          0          0          0          0          0          0         28
                                        sound\dialog\combat\marine_perez\08_judge\scld_plr_hrtme_brn         28          0          0          0          0          0          0          0          0          0         28
                                         sound\dialog\combat\marine_perez\08_judge\scld_plr_hrtme_bm         28          0          0          0          0          0          0          0          0          0         28
                                                 sound\dialog\combat\marine_perez\08_judge\kllmytrgt         28          0          0          0          0          0          0          0          0          0         28
                                                     sound\dialog\combat\marine_perez\07_exclaim\chr         28          0          0          0          0          0          0          0          0          0         28
                                              sound\dialog\combat\marine_perez\07_exclaim\chr_kllfoe         28          0          0          0          0          0          0          0          0          0         28
                                       sound\dialog\combat\marine_perez\07_exclaim\chr_kllfoe_mjrfoe         28          0          0          0          0          0          0          0          0          0         28
                                          sound\dialog\combat\marine_perez\07_exclaim\chr_kllfoe_blt         28          0          0          0          0          0          0          0          0          0         28
                                          sound\dialog\combat\marine_perez\07_exclaim\chr_kllfoe_brn         28          0          0          0          0          0          0          0          0          0         28
                                           sound\dialog\combat\marine_perez\07_exclaim\chr_kllfoe_bm         28          0          0          0          0          0          0          0          0          0         28
                                       sound\dialog\combat\marine_perez\07_exclaim\chr_kllfoe_wmelee         28          0          0          0          0          0          0          0          0          0         28
                                       sound\dialog\combat\marine_perez\07_exclaim\chr_kllfoe_vclbmp         28          0          0          0          0          0          0          0          0          0         28
                                      sound\dialog\combat\marine_perez\07_exclaim\chr_kllfoe_closeup         28          0          0          0          0          0          0          0          0          0         28
                                                    sound\dialog\combat\marine_perez\07_exclaim\lmnt         28          0          0          0          0          0          0          0          0          0         28
                                           sound\dialog\combat\marine_perez\07_exclaim\lmnt_deadally         28          0          0          0          0          0          0          0          0          0         28
                                            sound\dialog\combat\marine_perez\07_exclaim\lmnt_deadplr         28          0          0          0          0          0          0          0          0          0         28
                                                     sound\dialog\combat\marine_perez\03_strike\strk         28          0          0          0          0          0          0          0          0          0         28
                                            sound\dialog\combat\marine_perez\03_strike\strk_vcl_trrt         28          0          0          0          0          0          0          0          0          0         28
                                             sound\dialog\combat\marine_perez\03_strike\strk_vcl_gnr         28          0          0          0          0          0          0          0          0          0         28
                                                sound\dialog\combat\marine_perez\03_strike\strk_grnd         28          0          0          0          0          0          0          0          0          0         28
                                          sound\dialog\combat\marine_perez\03_strike\strk_grnd_uncvr         28          0          0          0          0          0          0          0          0          0         28
                                          sound\dialog\combat\marine_perez\03_strike\strk_grnd_atvcl         28          0          0          0          0          0          0          0          0          0         28
                                                  sound\dialog\combat\marine_perez\03_strike\strk_re         28          0          0          0          0          0          0          0          0          0         28
                                                  sound\dialog\combat\marine_perez\17_threaten\thrtn         28          0          0          0          0          0          0          0          0          0         28
                                           sound\dialog\combat\marine_perez\17_threaten\thrtn_mjrfoe         28          0          0          0          0          0          0          0          0          0         28
                                              sound\dialog\combat\marine_perez\17_threaten\thrtn_elt         28          0          0          0          0          0          0          0          0          0         28
                                              sound\dialog\combat\marine_perez\17_threaten\thrtn_grt         28          0          0          0          0          0          0          0          0          0         28
                                              sound\dialog\combat\marine_perez\17_threaten\thrtn_brt         28          0          0          0          0          0          0          0          0          0         28
                                              sound\dialog\combat\marine_perez\17_threaten\thrtn_fld         28          0          0          0          0          0          0          0          0          0         28
                                           sound\dialog\combat\marine_perez\17_threaten\thrtn_foe_re         28          0          0          0          0          0          0          0          0          0         28
                                               sound\dialog\combat\marine_perez\17_threaten\thrtn_re         28          0          0          0          0          0          0          0          0          0         28
                                                       sound\dialog\combat\marine_perez\16_taunt\tnt         28          0          0          0          0          0          0          0          0          0         28
                                                sound\dialog\combat\marine_perez\16_taunt\tnt_mjrfoe         28          0          0          0          0          0          0          0          0          0         28
                                                   sound\dialog\combat\marine_perez\16_taunt\tnt_elt         28          0          0          0          0          0          0          0          0          0         28
                                                   sound\dialog\combat\marine_perez\16_taunt\tnt_grt         28          0          0          0          0          0          0          0          0          0         28
                                                   sound\dialog\combat\marine_perez\16_taunt\tnt_brt         28          0          0          0          0          0          0          0          0          0         28
                                                   sound\dialog\combat\marine_perez\16_taunt\tnt_fld         28          0          0          0          0          0          0          0          0          0         28
                                                 sound\dialog\combat\marine_perez\16_taunt\tnt_nopts         28          0          0          0          0          0          0          0          0          0         28
                                               sound\dialog\combat\marine_perez\16_taunt\tnt_sprssed         28          0          0          0          0          0          0          0          0          0         28
                                                    sound\dialog\combat\marine_perez\16_taunt\tnt_re         28          0          0          0          0          0          0          0          0          0         28
                                                       sound\dialog\combat\marine_perez\15_curse\crs         28          0          0          0          0          0          0          0          0          0         28
                                                sound\dialog\combat\marine_perez\15_curse\crs_mjrfoe         28          0          0          0          0          0          0          0          0          0         28
                                                   sound\dialog\combat\marine_perez\15_curse\crs_elt         28          0          0          0          0          0          0          0          0          0         28
                                                   sound\dialog\combat\marine_perez\15_curse\crs_grt         28          0          0          0          0          0          0          0          0          0         28
                                                   sound\dialog\combat\marine_perez\15_curse\crs_brt         28          0          0          0          0          0          0          0          0          0         28
                                                   sound\dialog\combat\marine_perez\15_curse\crs_fld         28          0          0          0          0          0          0          0          0          0         28
                                          sound\dialog\combat\marine_perez\15_curse\crs_betrayingplr         28          0          0          0          0          0          0          0          0          0         28
                                                    sound\dialog\combat\marine_perez\15_curse\crs_re         28          0          0          0          0          0          0          0          0          0         28
                                                       sound\dialog\combat\marine_perez\19_gloat\glt         28          0          0          0          0          0          0          0          0          0         28
                                                sound\dialog\combat\marine_perez\19_gloat\glt_mjrfoe         28          0          0          0          0          0          0          0          0          0         28
                                                   sound\dialog\combat\marine_perez\19_gloat\glt_elt         28          0          0          0          0          0          0          0          0          0         28
                                                   sound\dialog\combat\marine_perez\19_gloat\glt_grt         28          0          0          0          0          0          0          0          0          0         28
                                                   sound\dialog\combat\marine_perez\19_gloat\glt_brt         28          0          0          0          0          0          0          0          0          0         28
                                                   sound\dialog\combat\marine_perez\19_gloat\glt_fld         28          0          0          0          0          0          0          0          0          0         28
                                                  sound\dialog\combat\marine_perez\19_gloat\glt_rtrt         28          0          0          0          0          0          0          0          0          0         28
                                                    sound\dialog\combat\marine_perez\19_gloat\glt_re         28          0          0          0          0          0          0          0          0          0         28
                                                    sound\dialog\combat\marine_perez\06_outburst\whn         28          0          0          0          0          0          0          0          0          0         28
                                             sound\dialog\combat\marine_perez\06_outburst\whn_hrtblt         28          0          0          0          0          0          0          0          0          0         28
                                             sound\dialog\combat\marine_perez\06_outburst\whn_hrtbrn         28          0          0          0          0          0          0          0          0          0         28
                                              sound\dialog\combat\marine_perez\06_outburst\whn_hrtbm         28          0          0          0          0          0          0          0          0          0         28
                                                   sound\dialog\combat\marine_perez\06_outburst\fear         28          0          0          0          0          0          0          0          0          0         28
                                              sound\dialog\combat\marine_perez\06_outburst\fear_rtrt         28          0          0          0          0          0          0          0          0          0         28
                                      sound\dialog\combat\marine_perez\06_outburst\fear_rtrt_ldrdead         28          0          0          0          0          0          0          0          0          0         28
                                                sound\dialog\combat\marine_perez\06_outburst\feartoo         28          0          0          0          0          0          0          0          0          0         28
                                              sound\dialog\combat\marine_perez\06_outburst\cllcoward         28          0          0          0          0          0          0          0          0          0         28
                                                sound\dialog\combat\marine_perez\06_outburst\cllwimp         28          0          0          0          0          0          0          0          0          0         28
                                                  sound\dialog\combat\marine_perez\06_outburst\cncrn         28          0          0          0          0          0          0          0          0          0         28
                                               sound\dialog\combat\marine_perez\06_outburst\cncrn_re         28          0          0          0          0          0          0          0          0          0         28
                                              sound\dialog\combat\marine_perez\05_postcombat\endcmbt         28          0          0          0          0          0          0          0          0          0         28
                                              sound\dialog\combat\marine_perez\05_postcombat\pstcmbt         28          0          0          0          0          0          0          0          0          0         28
                                           sound\dialog\combat\marine_perez\05_postcombat\pstcmbt_ez         28          0          0          0          0          0          0          0          0          0         28
                                          sound\dialog\combat\marine_perez\05_postcombat\pstcmbt_hrd         28          0          0          0          0          0          0          0          0          0         28
                                          sound\dialog\combat\marine_perez\05_postcombat\pstcmbt_agg         28          0          0          0          0          0          0          0          0          0         28
                                          sound\dialog\combat\marine_perez\05_postcombat\pstcmbt_tim         28          0          0          0          0          0          0          0          0          0         28
                                     sound\dialog\combat\marine_perez\05_postcombat\askme_chkallybdy         28          0          0          0          0          0          0          0          0          0         28
                                    sound\dialog\combat\marine_perez\05_postcombat\askme_chkallybdyf         28          0          0          0          0          0          0          0          0          0         28
                                           sound\dialog\combat\marine_perez\05_postcombat\tchallybdy         28          0          0          0          0          0          0          0          0          0         28
                                          sound\dialog\combat\marine_perez\05_postcombat\chckallybdy         28          0          0          0          0          0          0          0          0          0         28
                                         sound\dialog\combat\marine_perez\05_postcombat\chckallybdyf         28          0          0          0          0          0          0          0          0          0         28
                                           sound\dialog\combat\marine_perez\05_postcombat\shotfoebdy         28          0          0          0          0          0          0          0          0          0         28
                                            sound\dialog\combat\marine_perez\05_postcombat\chkfoebdy         28          0          0          0          0          0          0          0          0          0         28
                                               sound\dialog\combat\marine_perez\05_postcombat\status         28          0          0          0          0          0          0          0          0          0         28
                                              sound\dialog\combat\marine_perez\05_postcombat\approve         28          0          0          0          0          0          0          0          0          0         28
                                               sound\dialog\combat\marine_perez\05_postcombat\regret         28          0          0          0          0          0          0          0          0          0         28
                                            sound\dialog\combat\marine_perez\05_postcombat\status_re         28          0          0          0          0          0          0          0          0          0         28
                                                        sound\dialog\combat\marine_aussie\20_cry\dth         28          0          0          0          0          0          0          0          0          0         28
                                                    sound\dialog\combat\marine_aussie\20_cry\dth_mjr         28          0          0          0          0          0          0          0          0          0         28
                                                    sound\dialog\combat\marine_aussie\20_cry\dth_slw         28          0          0          0          0          0          0          0          0          0         28
                                                  sound\dialog\combat\marine_aussie\20_cry\dth_hdsht         28          0          0          0          0          0          0          0          0          0         28
                                                   sound\dialog\combat\marine_aussie\20_cry\dth_slnt         28          0          0          0          0          0          0          0          0          0         28
                                                   sound\dialog\combat\marine_aussie\20_cry\dth_fall         28          0          0          0          0          0          0          0          0          0         28
                                                       sound\dialog\combat\marine_aussie\20_cry\pain         28          0          0          0          0          0          0          0          0          0         28
                                                   sound\dialog\combat\marine_aussie\20_cry\pain_mdm         28          0          0          0          0          0          0          0          0          0         28
                                                   sound\dialog\combat\marine_aussie\20_cry\pain_mjr         28          0          0          0          0          0          0          0          0          0         28
                                                  sound\dialog\combat\marine_aussie\20_cry\pain_fall         28          0          0          0          0          0          0          0          0          0         28
                                                       sound\dialog\combat\marine_aussie\20_cry\fall         28          0          0          0          0          0          0          0          0          0         28
                                                     sound\dialog\combat\marine_aussie\21_yelp\srprs         28          0          0          0          0          0          0          0          0          0         28
                                                      sound\dialog\combat\marine_aussie\22_roar\dive         28          0          0          0          0          0          0          0          0          0         28
                                                     sound\dialog\combat\marine_aussie\21_yelp\panic         28          0          0          0          0          0          0          0          0          0         28
                                                   sound\dialog\combat\marine_aussie\08_judge\betray         28          0          0          0          0          0          0          0          0          0         28
                                                  sound\dialog\combat\marine_aussie\08_judge\forgive         28          0          0          0          0          0          0          0          0          0         28
                                                     sound\dialog\combat\marine_aussie\22_roar\dodge         28          0          0          0          0          0          0          0          0          0         28
                                                     sound\dialog\combat\marine_aussie\22_roar\brsrk         28          0          0          0          0          0          0          0          0          0         28
                                                     sound\dialog\combat\marine_aussie\22_roar\melee         28          0          0          0          0          0          0          0          0          0         28
                                                    sound\dialog\combat\marine_aussie\22_roar\charge         28          0          0          0          0          0          0          0          0          0         28
                                               sound\dialog\combat\marine_aussie\14_vehicle\entervcl         28          0          0          0          0          0          0          0          0          0         28
                                          sound\dialog\combat\marine_aussie\14_vehicle\entervcl_drvr         28          0          0          0          0          0          0          0          0          0         28
                                           sound\dialog\combat\marine_aussie\14_vehicle\entervcl_gnr         28          0          0          0          0          0          0          0          0          0         28
                                         sound\dialog\combat\marine_aussie\14_vehicle\entervcl_psngr         28          0          0          0          0          0          0          0          0          0         28
                                          sound\dialog\combat\marine_aussie\14_vehicle\entervcl_trrt         28          0          0          0          0          0          0          0          0          0         28
                                            sound\dialog\combat\marine_aussie\14_vehicle\grt_intovcl         28          0          0          0          0          0          0          0          0          0         28
                                        sound\dialog\combat\marine_aussie\14_vehicle\grt_intovcl_his         28          0          0          0          0          0          0          0          0          0         28
                                      sound\dialog\combat\marine_aussie\14_vehicle\grt_intovcl_imgnr         28          0          0          0          0          0          0          0          0          0         28
                                                     sound\dialog\combat\marine_aussie\13_player\grt         28          0          0          0          0          0          0          0          0          0         28
                                                 sound\dialog\combat\marine_aussie\13_player\grt_plr         28          0          0          0          0          0          0          0          0          0         28
                                            sound\dialog\combat\marine_aussie\13_player\grt_plr_cmbt         28          0          0          0          0          0          0          0          0          0         28
                                             sound\dialog\combat\marine_aussie\13_player\grt_plr_agg         28          0          0          0          0          0          0          0          0          0         28
                                            sound\dialog\combat\marine_aussie\14_vehicle\grt_plr_vcl         28          0          0          0          0          0          0          0          0          0         28
                                                    sound\dialog\combat\marine_aussie\13_player\look         28          0          0          0          0          0          0          0          0          0         28
                                                sound\dialog\combat\marine_aussie\13_player\look_plr         28          0          0          0          0          0          0          0          0          0         28
                                           sound\dialog\combat\marine_aussie\13_player\look_plr_fllw         28          0          0          0          0          0          0          0          0          0         28
                                               sound\dialog\combat\marine_aussie\13_player\look_cmbt         28          0          0          0          0          0          0          0          0          0         28
                                          sound\dialog\combat\marine_aussie\13_player\look_cmbt_fllw         28          0          0          0          0          0          0          0          0          0         28
                                           sound\dialog\combat\marine_aussie\13_player\look_cmbt_agg         28          0          0          0          0          0          0          0          0          0         28
                                            sound\dialog\combat\marine_aussie\13_player\look_pstcmbt         28          0          0          0          0          0          0          0          0          0         28
                                         sound\dialog\combat\marine_aussie\13_player\look_pstcmbt_ez         28          0          0          0          0          0          0          0          0          0         28
                                             sound\dialog\combat\marine_aussie\13_player\look_lngtme         28          0          0          0          0          0          0          0          0          0         28
                                       sound\dialog\combat\marine_aussie\14_vehicle\ok_plr_trdst_gnr         28          0          0          0          0          0          0          0          0          0         28
                                                     sound\dialog\combat\marine_aussie\12_respond\ok         28          0          0          0          0          0          0          0          0          0         28
                                                 sound\dialog\combat\marine_aussie\12_respond\ok_sir         28          0          0          0          0          0          0          0          0          0         28
                                                 sound\dialog\combat\marine_aussie\12_respond\ok_plr         28          0          0          0          0          0          0          0          0          0         28
                                          sound\dialog\combat\marine_aussie\12_respond\ok_plr_trdwpn         28          0          0          0          0          0          0          0          0          0         28
                                                   sound\dialog\combat\marine_aussie\12_respond\thnk         28          0          0          0          0          0          0          0          0          0         28
                                               sound\dialog\combat\marine_aussie\12_respond\thnk_plr         28          0          0          0          0          0          0          0          0          0         28
                                             sound\dialog\combat\marine_aussie\12_respond\thnk_hlpme         28          0          0          0          0          0          0          0          0          0         28
                                        sound\dialog\combat\marine_aussie\12_respond\thnk_plr_btrwpn         28          0          0          0          0          0          0          0          0          0         28
                                                   sound\dialog\combat\marine_aussie\12_respond\scrn         28          0          0          0          0          0          0          0          0          0         28
                                               sound\dialog\combat\marine_aussie\12_respond\scrn_plr         28          0          0          0          0          0          0          0          0          0         28
                                        sound\dialog\combat\marine_aussie\12_respond\scrn_plr_wrswpn         28          0          0          0          0          0          0          0          0          0         28
                                                   sound\dialog\combat\marine_aussie\01_alert\hrdfoe         28          0          0          0          0          0          0          0          0          0         28
                                                   sound\dialog\combat\marine_aussie\01_alert\seefoe         28          0          0          0          0          0          0          0          0          0         28
                                               sound\dialog\combat\marine_aussie\01_alert\seefoe_mjr         28          0          0          0          0          0          0          0          0          0         28
                                               sound\dialog\combat\marine_aussie\01_alert\seefoe_agg         28          0          0          0          0          0          0          0          0          0         28
                                           sound\dialog\combat\marine_aussie\01_alert\seefoe_upthere         28          0          0          0          0          0          0          0          0          0         28
                                               sound\dialog\combat\marine_aussie\01_alert\seefoe_too         28          0          0          0          0          0          0          0          0          0         28
                                                  sound\dialog\combat\marine_aussie\01_alert\morefoe         28          0          0          0          0          0          0          0          0          0         28
                                              sound\dialog\combat\marine_aussie\01_alert\morefoe_agg         28          0          0          0          0          0          0          0          0          0         28
                                                 sound\dialog\combat\marine_aussie\01_alert\foundfoe         28          0          0          0          0          0          0          0          0          0         28
                                            sound\dialog\combat\marine_aussie\01_alert\foundfoe_srch         28          0          0          0          0          0          0          0          0          0         28
                                            sound\dialog\combat\marine_aussie\01_alert\foundfoe_prst         28          0          0          0          0          0          0          0          0          0         28
                                                   sound\dialog\combat\marine_aussie\01_alert\coming         28          0          0          0          0          0          0          0          0          0         28
                                                    sound\dialog\combat\marine_aussie\02_danger\warn         28          0          0          0          0          0          0          0          0          0         28
                                              sound\dialog\combat\marine_aussie\02_danger\warn_incmn         28          0          0          0          0          0          0          0          0          0         28
                                         sound\dialog\combat\marine_aussie\02_danger\warn_incmn_grnd         28          0          0          0          0          0          0          0          0          0         28
                                           sound\dialog\combat\marine_aussie\02_danger\warn_vcl_ghst         28          0          0          0          0          0          0          0          0          0         28
                                          sound\dialog\combat\marine_aussie\02_danger\warn_vcl_spctr         28          0          0          0          0          0          0          0          0          0         28
                                           sound\dialog\combat\marine_aussie\02_danger\warn_wpn_snpr         28          0          0          0          0          0          0          0          0          0         28
                                                    sound\dialog\combat\marine_aussie\11_group\hlpme         28          0          0          0          0          0          0          0          0          0         28
                                                 sound\dialog\combat\marine_aussie\11_group\hlpme_re         28          0          0          0          0          0          0          0          0          0         28
                                                     sound\dialog\combat\marine_aussie\02_danger\rmd         28          0          0          0          0          0          0          0          0          0         28
                                            sound\dialog\combat\marine_aussie\02_danger\rmd_wpn_snpr         28          0          0          0          0          0          0          0          0          0         28
                                               sound\dialog\combat\marine_aussie\02_danger\rmd_stlth         28          0          0          0          0          0          0          0          0          0         28
                                            sound\dialog\combat\marine_aussie\02_danger\rmd_vcl_ghst         28          0          0          0          0          0          0          0          0          0         28
                                           sound\dialog\combat\marine_aussie\02_danger\rmd_vcl_spctr         28          0          0          0          0          0          0          0          0          0         28
                                                     sound\dialog\combat\marine_aussie\02_danger\dwn         28          0          0          0          0          0          0          0          0          0         28
                                            sound\dialog\combat\marine_aussie\02_danger\dwn_wpn_snpr         28          0          0          0          0          0          0          0          0          0         28
                                               sound\dialog\combat\marine_aussie\02_danger\dwn_stlth         28          0          0          0          0          0          0          0          0          0         28
                                            sound\dialog\combat\marine_aussie\02_danger\dwn_vcl_ghst         28          0          0          0          0          0          0          0          0          0         28
                                           sound\dialog\combat\marine_aussie\02_danger\dwn_vcl_spctr         28          0          0          0          0          0          0          0          0          0         28
                                             sound\dialog\combat\marine_aussie\04_search\srchpresrch         28          0          0          0          0          0          0          0          0          0         28
                                         sound\dialog\combat\marine_aussie\04_search\srchpresrch_agg         28          0          0          0          0          0          0          0          0          0         28
                                               sound\dialog\combat\marine_aussie\04_search\srchstart         28          0          0          0          0          0          0          0          0          0         28
                                              sound\dialog\combat\marine_aussie\04_search\srchpinned         28          0          0          0          0          0          0          0          0          0         28
                                             sound\dialog\combat\marine_aussie\04_search\srch_allclr         28          0          0          0          0          0          0          0          0          0         28
                                             sound\dialog\combat\marine_aussie\04_search\prst_allclr         28          0          0          0          0          0          0          0          0          0         28
                                          sound\dialog\combat\marine_aussie\04_search\prstfail_nopts         28          0          0          0          0          0          0          0          0          0         28
                                      sound\dialog\combat\marine_aussie\04_search\prstfail_nopts_tim         28          0          0          0          0          0          0          0          0          0         28
                                                sound\dialog\combat\marine_aussie\04_search\prstfail         28          0          0          0          0          0          0          0          0          0         28
                                          sound\dialog\combat\marine_aussie\04_search\prstfail_nospc         28          0          0          0          0          0          0          0          0          0         28
                                            sound\dialog\combat\marine_aussie\04_search\prstfail_agg         28          0          0          0          0          0          0          0          0          0         28
                                               sound\dialog\combat\marine_aussie\04_search\keepwatch         28          0          0          0          0          0          0          0          0          0         28
                                          sound\dialog\combat\marine_aussie\09_order\newordr_advance         28          0          0          0          0          0          0          0          0          0         28
                                           sound\dialog\combat\marine_aussie\09_order\newordr_charge         28          0          0          0          0          0          0          0          0          0         28
                                         sound\dialog\combat\marine_aussie\09_order\newordr_fallback         28          0          0          0          0          0          0          0          0          0         28
                                          sound\dialog\combat\marine_aussie\09_order\newordr_retreat         28          0          0          0          0          0          0          0          0          0         28
                                           sound\dialog\combat\marine_aussie\09_order\newordr_moveon         28          0          0          0          0          0          0          0          0          0         28
                                          sound\dialog\combat\marine_aussie\09_order\newordr_arrival         28          0          0          0          0          0          0          0          0          0         28
                                         sound\dialog\combat\marine_aussie\09_order\newordr_entervcl         28          0          0          0          0          0          0          0          0          0         28
                                          sound\dialog\combat\marine_aussie\09_order\newordr_exitvcl         28          0          0          0          0          0          0          0          0          0         28
                                          sound\dialog\combat\marine_aussie\09_order\newordr_fllwplr         28          0          0          0          0          0          0          0          0          0         28
                                         sound\dialog\combat\marine_aussie\09_order\newordr_leaveplr         28          0          0          0          0          0          0          0          0          0         28
